Brnd_Name,Gnrc_Name,Tot_Spndng_2019,Tot_Spndng_2023,Avg_Spnd_Per_Clm_2023,Tot_Clms_2023
Abiraterone Acetate,Abiraterone Acetate,948745.62,7326658.05,3316.73067,2209
Abiraterone Acetate,Abiraterone Acetate,1832167.15,,,
Abiraterone Acetate,Abiraterone Acetate,100108.13,96261.9,184.7637236,521
Abiraterone Acetate,Abiraterone Acetate,58909.63,0.778337905,,
Abiraterone Acetate,Abiraterone Acetate,6268365.14,4223526.09,4877.050912,866
Abiraterone Acetate,Abiraterone Acetate,569935.23,,,
Abiraterone Acetate,Abiraterone Acetate,484774.02,8338728.16,1128.379995,7390
Abiraterone Acetate,Abiraterone Acetate,2462833.38,,,
Abiraterone Acetate,Abiraterone Acetate,3025.36,,,
Abraxane,Paclitaxel Protein-Bound,65194927.11,31624537.65,1898.459458,16658
Abraxane,Paclitaxel Protein-Bound,65194927.11,31624537.65,1898.459458,16658
Abrysvo,"Rsv Vacc, Pref A And Pref B/PF",1525733.81,,,
Abrysvo,"Rsv Vacc, Pref A And Pref B/PF",1525733.81,,,
Absorica,Isotretinoin,7616076.18,1849078.01,1828.959456,1011
Absorica,Isotretinoin,7616076.18,1849078.01,1828.959456,1011
Absorica Ld,"Isotretinoin, Micronized",985814.98,0.057325502,,
Absorica Ld,"Isotretinoin, Micronized",985814.98,0.03104522,,
Acamprosate Calcium,Acamprosate Calcium,6313666.55,10196771.86,89.2301191,114275
Acamprosate Calcium,Acamprosate Calcium,2127735.99,4867188.2,86.49549857,56271
Acamprosate Calcium,Acamprosate Calcium,1842.59,47012.01,271.7457225,173
Acamprosate Calcium,Acamprosate Calcium,55031.27,3754.54,104.2927778,36
Acamprosate Calcium,Acamprosate Calcium,171898.72,567801.8,94.75997997,5992
Acamprosate Calcium,Acamprosate Calcium,2042.85,,,
Acamprosate Calcium,Acamprosate Calcium,3957157.98,4708972.46,90.97529916,51761
Acanya,Clindamycin Phos/Benzoyl Perox,135000.4,218404.41,532.6936829,410
Acanya,Clindamycin Phos/Benzoyl Perox,135000.4,218404.41,532.6936829,410
Acarbose,Acarbose,1518012.2,1574998.13,29.47447657,53436
Acarbose,Acarbose,410508.23,497900.99,30.41545449,16370
Acarbose,Acarbose,307249.74,133624.11,31.29370258,4270
Acarbose,Acarbose,797562.73,832966.9,28.87433791,28848
Acarbose,Acarbose,2691.5,110506.13,27.9904078,3948
Accrufer,Ferric Maltol,6373.54,,,
Accrufer,Ferric Maltol,6373.54,,,
Accutane,Isotretinoin,56118.48,,,
Accutane,Isotretinoin,56118.48,,,
Ace Aerosol Cloud Enhancer,"Inhaler, Assist Devices",1313.98,,,
Ace Aerosol Cloud Enhancer,"Inhaler, Assist Devices",1313.98,,,
Acebutolol HCl,Acebutolol HCl,145315.63,295075.71,50.8838955,5799
Acebutolol HCl,Acebutolol HCl,16978.33,,,
Acebutolol HCl,Acebutolol HCl,145315.63,160186.07,47.57531037,3367
Acetadote,Acetylcysteine,54948.95,41778.64,273.0630065,153
Acetadote,Acetylcysteine,54948.95,41778.64,273.0630065,153
Acetamin-Caff-Dihydrocodeine,Acetaminophen/Caff/Dihydrocod,149993.32,23822.23,205.3640517,116
Acetamin-Caff-Dihydrocodeine,Acetaminophen/Caff/Dihydrocod,149993.32,23822.23,205.3640517,116
Acetaminophen*,Acetaminophen,621.56,32238073.82,186.6255677,172742
Acetaminophen*,Acetaminophen,621.56,723.84,6.893714286,105
Acetaminophen*,Acetaminophen,353.88,,,
Acetaminophen*,Acetaminophen,66053.93,,,
Acetaminophen*,Acetaminophen,0,,,
Acetaminophen*,Acetaminophen,35982.39,-0.329657146,,
Acetaminophen*,Acetaminophen,984887.76,,,
Acetaminophen*,Acetaminophen,10810.86,,,
Acetaminophen*,Acetaminophen,39484.89,-0.071461239,,
Acetaminophen*,Acetaminophen,5476.22,-0.276134506,,
Acetaminophen*,Acetaminophen,334172.04,,,
Acetaminophen*,Acetaminophen,257924.15,,,
Acetaminophen*,Acetaminophen,0,0.725488422,,
Acetaminophen*,Acetaminophen,711.62,,,
Acetaminophen*,Acetaminophen,53440.34,,,
Acetaminophen*,Acetaminophen,1033.53,,,
Acetaminophen-Codeine,Acetaminophen With Codeine,12467291.24,10982260.76,11.50464047,954594
Acetaminophen-Codeine,Acetaminophen With Codeine,17103.25,0.258472258,,
Acetaminophen-Codeine,Acetaminophen With Codeine,5587816.2,7549495.49,12.59063443,599612
Acetaminophen-Codeine,Acetaminophen With Codeine,141981.09,20827.58,9.381792793,2220
Acetaminophen-Codeine,Acetaminophen With Codeine,15201.42,,,
Acetaminophen-Codeine,Acetaminophen With Codeine,1403375.24,2483.49,8.476075085,293
Acetaminophen-Codeine,Acetaminophen With Codeine,67593.16,218399.05,36.11692575,6047
Acetaminophen-Codeine,Acetaminophen With Codeine,6213.36,1700213.89,8.562074229,198575
Acetaminophen-Codeine,Acetaminophen With Codeine,1780609.62,1365145.73,10.06336464,135655
Acetaminophen-Codeine,Acetaminophen With Codeine,736779.17,9267.14,18.79744422,493
Acetaminophen-Codeine,Acetaminophen With Codeine,51142.33,37.14,1.031666667,36
Acetaminophen-Codeine,Acetaminophen With Codeine,36925.86,2536.21,11.07515284,229
Acetaminophen-Codeine,Acetaminophen With Codeine,2637751.96,98111.44,8.934654403,10981
Acetazolamide,Acetazolamide,8364691.83,4291403.6,40.40375095,106213
Acetazolamide,Acetazolamide,466950.87,,,
Acetazolamide,Acetazolamide,1753545.49,1662209.5,37.91017425,43846
Acetazolamide,Acetazolamide,3577542.38,395637.3,45.94556962,8611
Acetazolamide,Acetazolamide,16052.25,10401.88,150.7518841,69
Acetazolamide,Acetazolamide,1949792.73,23208.73,34.5368006,672
Acetazolamide,Acetazolamide,1063214.44,834069.06,41.50216749,20097
Acetazolamide,Acetazolamide,16043.37,,,
Acetazolamide,Acetazolamide,32011.09,,,
Acetazolamide,Acetazolamide,88809.09,-0.302422697,,
Acetazolamide,Acetazolamide,38429.76,-0.17143019,,
Acetazolamide,Acetazolamide,4544.54,6824.55,80.28882353,85
Acetazolamide,Acetazolamide,26046.78,,,
Acetazolamide ER,Acetazolamide,4077544.77,2695929.88,44.82309514,60146
Acetazolamide ER,Acetazolamide,327890.94,651231,49.79591681,13078
Acetazolamide ER,Acetazolamide,4504.95,,,
Acetazolamide ER,Acetazolamide,486196.9,544229.88,44.32561329,12278
Acetazolamide ER,Acetazolamide,2088524.74,295186.09,39.59040907,7456
Acetazolamide ER,Acetazolamide,1159446.83,26282.4,38.5938326,681
Acetazolamide ER,Acetazolamide,50151.22,,,
Acetazolamide ER,Acetazolamide,15485.36,14222.84,338.6390476,42
Acetazolamide ER,Acetazolamide,619023.46,,,
Acetazolamide Sodium,Acetazolamide Sodium,112901.95,109979.58,152.9618637,719
Acetazolamide Sodium,Acetazolamide Sodium,7282.41,,,
Acetazolamide Sodium,Acetazolamide Sodium,13541.72,,,
Acetazolamide Sodium,Acetazolamide Sodium,14607.45,25155.51,154.3282822,163
Acetazolamide Sodium,Acetazolamide Sodium,69613.05,19401.88,83.99082251,231
Acetazolamide Sodium,Acetazolamide Sodium,3932.44,23869.97,148.2606832,161
Acetazolamide Sodium,Acetazolamide Sodium,24749.01,2301.23,209.2027273,11
Acetic Acid*,Acetic Acid,499182.74,975453.32,27.43968382,35549
Acetic Acid*,Acetic Acid,30278.32,55090.39,22.30380162,2470
Acetic Acid*,Acetic Acid,60041.01,-0.06774252,,
Acetic Acid*,Acetic Acid,268836.54,94888.35,26.63158855,3563
Acetic Acid*,Acetic Acid,41012.5,0.086938677,,
Acetic Acid*,Acetic Acid,160837.11,40797.83,26.47490591,1541
Acetic Acid*,Acetic Acid,29682.46,0.40731446,,
Acetic Acid*,Acetic Acid,9548.31,92458.15,27.78189603,3328
Acetylcysteine*,Acetylcysteine,2668280.41,3676823.19,171.4616298,21444
Acetylcysteine*,Acetylcysteine,520702.8,231645.57,72.14125506,3211
Acetylcysteine*,Acetylcysteine,84757.94,130718.75,266.2296334,491
Acetylcysteine*,Acetylcysteine,11383.54,-0.022206634,,
Acetylcysteine*,Acetylcysteine,187119.14,204743.9,565.590884,362
Acetylcysteine*,Acetylcysteine,33865.99,191170.17,386.9841498,494
Acetylcysteine*,Acetylcysteine,886345.19,1507162.75,250.3592608,6020
Acetylcysteine*,Acetylcysteine,32963.8,5075.52,390.4246154,13
Acetylcysteine*,Acetylcysteine,687669,1091397.21,119.3697047,9143
Acetylcysteine*,Acetylcysteine,77996.86,5118.86,269.4136842,19
Acetylcysteine*,Acetylcysteine,156859.69,229293.85,324.7788244,706
Acetylcysteine*,Acetylcysteine,11405.32,,,
Acetylcysteine*,Acetylcysteine,24962.76,,,
Acidophilus Lactobacilli,Lactobacillus Acidophilus,1202.3,,,
Acidophilus Lactobacilli,Lactobacillus Acidophilus,1202.3,,,
Acidophilus-Pectin,Lactobacillus Acidophilus/Pect,10677.52,7725.03,18.93389706,408
Acidophilus-Pectin,Lactobacillus Acidophilus/Pect,1204.06,275.18,16.18705882,17
Acidophilus-Pectin,Lactobacillus Acidophilus/Pect,9473.46,7449.85,19.05332481,391
Aciphex,Rabeprazole Sodium,872079.79,595739.46,1143.453858,521
Aciphex,Rabeprazole Sodium,872079.79,19434.59,1079.699444,18
Aciphex,Rabeprazole Sodium,133782.67,,,
Acitretin,Acitretin,3443483.88,2767147.75,312.495511,8855
Acitretin,Acitretin,1124294.18,751498.92,308.7505834,2434
Acitretin,Acitretin,821589.22,675599.8,330.0438691,2047
Acitretin,Acitretin,817252.15,166981.22,295.0198233,566
Acitretin,Acitretin,680348.33,1173067.81,308.0535215,3808
Actemra Actpen,Tocilizumab,5593978.95,52228655.84,3484.465664,14989
Actemra Actpen,Tocilizumab,5593978.95,52228655.84,3484.465664,14989
Actemra*,Tocilizumab,57093155.66,70723768.25,2300.184351,30747
Actemra*,Tocilizumab,57093155.66,70723768.25,2300.184351,30747
Acthar,Corticotropin,158158420.9,122755291.8,62060.30929,1978
Acthar,Corticotropin,158158420.9,122755291.8,62060.30929,1978
Actimmune,"Interferon Gamma-1b,Recomb.",65713648.78,69523660,60089.59378,1157
Actimmune,"Interferon Gamma-1b,Recomb.",65713648.78,69523660,60089.59378,1157
Activase,Alteplase,9047601.25,3665228.19,2166.210514,1692
Activase,Alteplase,9047601.25,3665228.19,2166.210514,1692
Activella,Estradiol/Norethindrone Acet,9025.63,9713.83,242.84575,40
Activella,Estradiol/Norethindrone Acet,9025.63,9713.83,242.84575,40
Actonel,Risedronate Sodium,61835.95,15722.88,413.76,38
Actonel,Risedronate Sodium,61835.95,15722.88,413.76,38
Actos,Pioglitazone HCl,66421.95,28813.19,686.0283333,42
Actos,Pioglitazone HCl,66421.95,28813.19,686.0283333,42
Acular,Ketorolac Tromethamine,111875.25,44580.75,141.5261905,315
Acular,Ketorolac Tromethamine,111875.25,44580.75,141.5261905,315
Acular Ls,Ketorolac Tromethamine,37374.54,28769.57,290.6017172,99
Acular Ls,Ketorolac Tromethamine,37374.54,28769.57,290.6017172,99
Acuvail,Ketorolac Tromethamine/PF,32608.22,31473.98,247.8266142,127
Acuvail,Ketorolac Tromethamine/PF,32608.22,31473.98,247.8266142,127
Acyclovir Sodium,Acyclovir Sodium,284269.86,591346.43,238.1580467,2483
Acyclovir Sodium,Acyclovir Sodium,43565.17,237.25,9.885416667,24
Acyclovir Sodium,Acyclovir Sodium,125235.94,262285.45,242.8568982,1080
Acyclovir Sodium,Acyclovir Sodium,14022.06,34523,186.6108108,185
Acyclovir Sodium,Acyclovir Sodium,101446.69,294300.73,246.4830235,1194
Acyclovir*,Acyclovir,25714616.66,19702996.99,20.84344615,945285
Acyclovir*,Acyclovir,1826402.97,1201026.91,11.61366253,103415
Acyclovir*,Acyclovir,112214.53,-0.358811864,,
Acyclovir*,Acyclovir,4602963.93,1008048.51,52.47519573,19210
Acyclovir*,Acyclovir,1603496.7,1981878.35,153.6816338,12896
Acyclovir*,Acyclovir,6269.41,,,
Acyclovir*,Acyclovir,2193.44,,,
Acyclovir*,Acyclovir,293598.04,10311.07,22.51325328,458
Acyclovir*,Acyclovir,285355.62,617402.96,226.4037257,2727
Acyclovir*,Acyclovir,381.46,194.87,7.7948,25
Acyclovir*,Acyclovir,129781.33,176315.41,40.97499651,4303
Acyclovir*,Acyclovir,21885.79,50264.26,12.45706568,4035
Acyclovir*,Acyclovir,3924.57,0.040226597,,
Acyclovir*,Acyclovir,678.31,174.28,8.714,20
Acyclovir*,Acyclovir,1754.21,,,
Acyclovir*,Acyclovir,19623.44,1.507003795,,
Acyclovir*,Acyclovir,71257.34,2711.84,16.949,160
Acyclovir*,Acyclovir,311599.64,118069.82,35.75706239,3302
Acyclovir*,Acyclovir,75892.62,2163.99,135.249375,16
Acyclovir*,Acyclovir,1393376.2,552094.93,52.86746433,10443
Acyclovir*,Acyclovir,80074.75,111110.8,71.45389068,1555
Acyclovir*,Acyclovir,56801.44,175819.31,302.6149914,581
Acyclovir*,Acyclovir,6192.14,,,
Acyclovir*,Acyclovir,3221578.03,5755736.49,12.55584288,458411
Acyclovir*,Acyclovir,2518674.06,280360.15,43.20544768,6489
Acyclovir*,Acyclovir,450590.73,103885.1,37.02248753,2806
Acyclovir*,Acyclovir,194978.71,752.06,44.23882353,17
Acyclovir*,Acyclovir,4175278.72,1365509.02,184.4534675,7403
Acyclovir*,Acyclovir,2413191.96,142305.24,11.84100849,12018
Acyclovir*,Acyclovir,41648.97,47170.96,143.3767781,329
Acyclovir*,Acyclovir,1926.26,,,
Acyclovir*,Acyclovir,635750.43,177632.61,54.25553146,3274
Acyclovir*,Acyclovir,75827.19,7550.72,12.56359401,601
Acyclovir*,Acyclovir,250664.53,-0.275539851,,
Acyclovir*,Acyclovir,688592.65,1335383.42,12.17660047,109668
Acyclovir*,Acyclovir,544959.07,274315.74,14.20883352,19306
Acyclovir*,Acyclovir,179.15,,,
Adakveo,Crizanlizumab-Tmca,13591137.04,0.065054122,,
Adakveo,Crizanlizumab-Tmca,13591137.04,0.030848018,,
Adalimumab-Adaz(Cf),Adalimumab-Adaz,46786.44,,,
Adalimumab-Adaz(Cf),Adalimumab-Adaz,46786.44,,,
Adalimumab-Adaz(Cf) Pen,Adalimumab-Adaz,988347.71,,,
Adalimumab-Adaz(Cf) Pen,Adalimumab-Adaz,988347.71,,,
Adalimumab-Fkjp(Cf),Adalimumab-Fkjp,47570.8,,,
Adalimumab-Fkjp(Cf),Adalimumab-Fkjp,47570.8,,,
Adalimumab-Fkjp(Cf) Pen,Adalimumab-Fkjp,236017.21,,,
Adalimumab-Fkjp(Cf) Pen,Adalimumab-Fkjp,236017.21,,,
Adapalene,Adapalene,4631202.05,9285834.03,109.3364343,84929
Adapalene,Adapalene,4220.7,,,
Adapalene,Adapalene,1890117.39,3780352.5,146.8497261,25743
Adapalene,Adapalene,531573.58,360101.28,57.03219512,6314
Adapalene,Adapalene,801479.55,533240.98,57.03722109,9349
Adapalene,Adapalene,591526.2,3061113.52,146.3877156,20911
Adapalene,Adapalene,276394.16,16338.34,71.03626087,230
Adapalene,Adapalene,540111.17,61441.3,74.47430303,825
Adapalene,Adapalene,114162.95,,,
Adapalene,Adapalene,17772.42,-0.138919754,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,781430.27,2935427.63,66.9776081,43827
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,174373.94,746839.6,53.65997988,13918
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1906.51,,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,148598.44,,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,242351.67,248958.24,55.05489606,4522
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,85254.95,,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,42707.47,4725.75,65.63541667,72
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,321997.19,400074.28,78.43055871,5101
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,167159.77,,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,148541.83,-0.034281021,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,3419.5,,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,78125.18,,,
Adbry,Tralokinumab-Ldrm,6457848.27,,,
Adbry,Tralokinumab-Ldrm,6457848.27,,,
Adcetris,Brentuximab Vedotin,65028360.85,99938246.58,17852.49135,5598
Adcetris,Brentuximab Vedotin,65028360.85,99938246.58,17852.49135,5598
Adcirca,Tadalafil,20945764.07,9825212.7,3489.06701,2816
Adcirca,Tadalafil,20945764.07,9825212.7,3489.06701,2816
Adderall,Dextroamphetamine/Amphetamine,4243138.35,34095563.29,440.8016043,77349
